コンピュサーブ,CompuServe,,
コンピュテーション,computation,,
コンピュニケーション,computer communication,,
コンピュータ,computer,,
コンピュータアニメーション,computer animation,,
コンピュータアレルギー,computerphobia,,
コンピュータアート,computer art,,
コンピュータウィルス,computer virus,,
コンピュータウイルス,computer virus,,
コンピュータグラフィクス,computer graphics,,
コンピュータグラフィクスインタフェース,Computer Graphics Interface,CGI,
コンピュータグラフィックス,computer graphics,,
コンピュータゲーム,computer game,video game,
コンピュータサイエンス,computer science,,
コンピュータシステム,computer system,,
コンピュータセキュリティ,computer security,,
コンピュータセキュリティー,computer security,,
コンピュータソフト,computer software,,
コンピュータソフトウェア,computer software,,
コンピュータネットワーク,computer network,,
コンピュータビジョン,computer-vision,,
コンピュータプログラマー,computer programmer,,
コンピュータマイクログラフィックス,computer micrographics,,
コンピュータマニア,hacker,,
コンピュータミュージック,computer-music,,
コンピュータリゼーション,computerization,computerisation,
コンピュータリテラシ,computer literacy,,
コンピュータリテラシー,computer literacy,,
コンピュータワーム,computer worm,,
コンピューター,computer,,
コンピューターアニメ,computer animation,,
コンピューターアニメーション,computer animation,,
コンピューターアレルギー,computerphobia,,
コンピューターアート,computer art,,
コンピューターウィルス,computer virus,,
コンピューターウイルス,computer virus,,
コンピューターグラフィクス,computer graphics,,
コンピューターグラフィックス,computer graphics,,
コンピューターゲーム,computer game,video game,
コンピューターサイエンス,computer science,,
コンピューターシステム,computer system,,
コンピュータージオグラフィックス,computer geographics,,
コンピューターセキュリティ,computer security,,
コンピューターセキュリティー,computer security,,
コンピューターソフト,computer software,,
コンピューターソフトウェア,computer software,,
コンピュータートモグラフィー,computer tomography,,
コンピューターネットワーク,computer network,,
コンピュータービジョン,computer-vision,,
コンピューターマインド,computer mind,,
コンピューターユーティリティー,computer utility,,
コンピューターリテラシ,computer literacy,,
コンピューターリテラシー,computer literacy,,
コンピューターワクチン,computer vaccine,antivirus software,
コンピューティング,computing,,
コンピューテックス,Computex,,
コンピュートピア,computopia,,
コンピュートポルス,computopolis,,
コンピレーション,compilation,,
コンファタブル,comfortable,,
コンファレンス,conference,,
コンフィ,confit,,
コンフィギュレション,configuration,,
コンフィギュレーション,configuration,,
コンフィギュレーションコマンド,configuration commands,,
コンフィギュレーションメモリ,configuration memory,,
コンフィグ,config.,configuration,to configure
コンフィグシス,CONFIG.SYS,,
コンフィグレーション,configuration,,
コンフィチュール,confiture,confection,jam
コンフィデンシャル,confidential,,
コンフィデンス,confidence,,
コンフェクショナリー,confectionery,,
コンフェクション,confection,,
コンフェッション,confession,,
コンフェッティ,confetti,candy,sweets
コンフェティ,confetti,candy,sweets
コンフェデレーション,confederation,,
コンフェデレーションズカップ,Confederations Cup,,
コンフォタブル,comfortable,,
コンフォータブル,comfortable,,
コンフォート,comfort,,
コンフォートシューズ,comfort shoes,,
コンフォートバイク,comfort bike,,
コンフォーミズム,conformism,,
コンフォーム,conform,,
コンフオーコ,con fuoco,,
コンフュージョン,confusion,,
コンフリクト,conflict,,
コンフリー,comfrey,,
コンブ,kombu,konbu,kelp
コンブチャ,kombucha,,
コンブリオ,con brio,,
コンプ,complete,,
コンプガチャ,method of awarding rare in-game items in mobile games only when the player has bought a full set of other in-game items,,
コンプライアンス,compliance,,
コンプライアンスプログラム,compliance program,,
コンプリション,completion,,
コンプリヘンシブレイアウト,comprehensive layout,,
コンプリメント,compliment,complement,
コンプリーション,completion,,
コンプリート,complete,,
コンプリートガチャ,method of awarding rare in-game items in mobile games only when the player has bought a full set of other in-game items,,
コンプレス,compress,,
コンプレックス,complex,,
コンプレックススクリプト,complex script,,
コンプレッサ,compressor,,
コンプレッサー,compressor,,
コンプレッション,compression,,
コンプロミー,compromis,,
コンヘソル,confessor,,
コンベア,conveyor,,
コンベアー,conveyor,,
コンベックス,convex,,
コンベニ,convenience store,,
コンベヤ,conveyor,,
コンベヤー,conveyor,,
コンベヤーシステム,conveyor system,,
コンベンショナリズム,conventionalism,,
コンベンショナル,conventional,,
コンベンショナルメモリ,conventional memory,,
コンベンショナルメモリー,conventional memory,,
コンベンション,convention,,
コンベンションセンター,convention center,convention centre,
コンベンションビューロー,convention bureau,,
コンベンションホール,convention hall,,
コンペ,competition,,
コンペア,comparison,comparing,
コンペアー,comparison,comparing,
コンペイトー,konpeito,small coloured sugar candy covered with tiny bulges,
コンペチター,competitor,,
コンペティション,competition,,
コンペティター,competitor,,
コンペティティブアップグレード,competitive upgrade,,
コンペートー,konpeito,small coloured sugar candy covered with tiny bulges,
コンボ,combo,combination,
コンボイ,convoy,,
コンボボックス,combo box,,
コンボリューション,convolution,,
コンボルブルス,convolvulus,,
コンボルボルス,convolvulus,,
コンポ,component,component stereo,
コンポジション,composition,,
コンポジット,composite,,
コンポジットインデックス,composite index,,
コンポジットパネル,plywood panel,veneer board,
コンポスタ,composter,,
コンポスター,composter,,
コンポスト,compost,,
コンポタ,cream of corn soup,,
コンポーザー,composer,,
コンポート,compote,,
コンポーネント,component,,
コンポーネントステレオ,component stereo,,
コンポーネントソフト,Component software,,
コンポーネントタイプ,component type,,
コンポーネントトランザクションモニター,component transaction monitor,CTM,
コンマ,comma,cedilla,decimal point
コンマス,concert master,,
コンマン,con man,,
コンミッション,commission,,
コンミュニズム,communism,,
コンミューン,commune,,
コンメディアデッラルテ,commedia dell'arte,,
コンメンタール,notes,comments,annotations
コンモート,con moto,,
コンロ,cooking stove,burner,range
コンロウスタイル,cornrow style,,
コンロッド,connecting rod,con-rod,
コンヴァージョン,conversion,,
コンヴァート,convert,,
コンヴィクトサージャンフィッシュ,convict surgeonfish,convict tang,manini
コンヴォリューション,convolution,,
コンヴォルヴ,convolve,,
コーイヌール,Koh-i-Noor,,
コーカソイド,Caucasoid,,
コーキング,caulking,calking,
コーギー,corgi,,
コーク,cork,coke,Coca-Cola
コークス,coke,,
コークスクリュー,corkscrew,,
コークハイ,Coke highball,,
コーサイト,coesite,,
コーサージ,corsage,bodice,
コーサージュ,corsage,bodice,
コーシェ,kosher,,
コーシェル,kosher,,
コーシャー,kosher,,
コーション,caution,,
コージェネレーション,cogeneration,co-generation,
コージェネレーションシステム,co-generation system,cogeneration system,
コージェライト,cordierite,,
コージュロイ,corduroy,,
コース,course,full course meal,prix fixe meal
コースアウト,going off course,going out of bounds,
コースウェア,courseware,,
コースウエア,courseware,,
コースオブスタディー,course of study,,
コースター,roller coaster,coaster,coaster brake
コースターブレーキ,coaster brake,back pedal brake,foot brake
コースト,coast,,
コースライン,courseline,,
コースレコード,course record,,
コースレット,corselet,,
コースロープ,lane marks,,
コーダ,coda,,
コーチ,coach,,
コーチゾン,cortisone,,
コーチボックス,coach's box,,
コーチャー,coach,coacher,
コーチン,Cochin,,
コーチング,coaching,couching,
コーチングステッチ,couching stitch,,
コーツ,pung,three-of-a-kind,
コーティング,coating,,
コーテッドペーパー,coated paper,,
コーテッドレンズ,coated lens,,
コーテーションマーク,quotation marks,quotation mark,
コーデ,coordination,matching,
コーディアライト,cordierite,,
コーディネイション,coordination,,
コーディネイト,coordinate,co-ordinate,coordination
コーディネーション,coordination,,
コーディネータ,coordinator,,
コーディネーター,coordinator,,
コーディネート,coordinate,co-ordinate,coordination
コーディング,coding,,
コーディングシステム,coding system,,
コーデック,codec,coder and decoder,
コーデュロイ,corduroy,,
コート,coat,court,
コートジボアール,,Côte d'Ivoire,
コートジボワール,,Côte d'Ivoire,
コートデュローヌ,Côtes du Rhône,,
コートドレス,coatdress,,
コートハウス,courthouse,,
コートヤード,courtyard,,
コートレット,chop,,
コード,code,cord,chord
コードインデペンデント,code-independent,,
コードグループ,code-group,,
コードコンバータ,code converter,,
コードサイズ,code size,,
コードシェア,codeshare,,
コードシェアリング,code-sharing,,
コードセット,code set,cord set,
コードセンシティブ,code-sensitive,,
コードトランスペアレント,code-transparent,,
コードネーム,chord-name,code name,
コードバン,cordovan,,
コードビット,code-bit,,
コードブック,code book,,
コードブックス,code-books,,
コードブルー,code blue,,
コードプログラミング,code programming,,
コードペンダント,cord pendant,,
コードページ,code page,,
コードポイント,code point,,
コードモーフィングソフトウェア,code morphing software,,
コードレス,cordless,,
コードレステレフォニー,cordless telephony,,
コードレスホン,cordless phone,,
コーナ,corner,segment,session
コーナリング,cornering,,
コーナリングランプ,cornering lamp,,
コーナー,corner,segment,session
コーナーカップボード,corner cupboard,,
コーナーキック,corner kick,,
コーナーキャビネット,corner cabinet,,
コーナースロー,corner throw,,
コーナーソファ,corner sofa,,
コーナーソファー,corner sofa,,
コーナートップ,corner top,,
コーナーフラッグポスト,corner flag,,
コーナーポスト,ring post,corner flag,
コーナーワーク,working the corners,hitting the corners of the plate,pitcher's technique of throwing a ball aiming at the edge of the strike zone
コーニス,cornice,,
コーネリアエ,Aulonocara chizumulu,Aulonocara blue gold,
コーパイ,copilot,,
コーパイロット,copilot,,
コーパス,corpus,corpora,
コーパル,copal,,
コーヒー,coffee,,
コーヒーカップ,coffee cup,,
コーヒーショップ,coffee shop,,
コーヒーシロップ,coffee syrup,,
コーヒースタンド,coffee stand,,
コーヒーゼリー,coffee jelly,coffee jello,gelled sweetened coffee dessert
コーヒータイム,coffee time,tea time,coffee break
コーヒーハウス,coffee house,,
コーヒーフレッシュ,,coffee whitener,
コーヒーフロート,coffee float,,
コーヒーブラウン,,,
コーヒーブレイク,coffee break,,
コーヒーブレーク,coffee break,,
コーヒーポット,coffee pot,,
コーヒーマグ,coffee mug,,
コーヒーミル,coffee mill,coffee grinder,
コーヒーメーカー,coffee maker,,
コーピング,coping,,
コープ,coop,,
コープス,corpse,,
コープスペイント,corpse paint,corpsepaint,
コープレイ,kouprey,kouproh,grey ox
コーホート,cohort,,
コーボルト,kobold,goblin,
コーポ,apartment building,block of flats,condominium
コーポクラシー,corpocracy,,
コーポラス,apartment building,block of flats,condominium
コーポラティズム,corporatism,,
コーポラティブ,cooperative,partnership,
コーポラティブハウス,cooperative house,,
コーポラティヴ,cooperative,partnership,
コーポリマー,copolymer,,
コーポレイション,corporation,,
コーポレーション,corporation,,
コーポレート,corporate,,
コーポレートアイデンティティー,corporate identity,,
コーポレートカラー,corporate colour,corporate color,
コーポレートカルチャー,corporate culture,,
コーポレートガバナンス,corporate governance,,
コーポレートバンキング,corporate banking,,
コーポレートライセンス,corporate license,,
コーマ,coma,,
コーム,comb,,
コーラ,cola,,
コーライト,coalite,semi-carbonized coke,semi-coke
コーラス,chorus,,
コーラスガール,chorus girl,chorine,
コーラル,coral,choral,
コーラルアイランド,coral island,,
コーラルシーグレゴリー,Coral Sea gregory,,
コーラルリング,coral ring,,
コーラルリーディング,choir singing from music,reading aloud in a group,
コーラン,Koran,Qur'an,Quran
コーラングレ,cor anglais,English horn,
コーリャン,kaoliang,variety of sorghum, esp. used in making spirits,
コール,,shout,call
コールアングレ,cor anglais,English horn,
コールアンドレスポンス,call and response,,
コールウエイティング,call waiting,,
コールオプション,call option,,
コールカッター,coal cutter,,
コールガール,call girl,,
コールサイン,call sign,,
コールサック,Coalsack Nebula,,
コールスロー,coleslaw,,
コールセットアップ,call setup,,
コールセンター,call center,,
コールタン,cold tongue,dish containing sliced cold tongue,
コールタール,coal tar,,
コールテン,corded velveteen,corduroy,
コールド,cold,cold cream,cold wave
コールドウェーブ,cold wave,,
コールドウエーブ,cold wave,,
コールドウォレット,cold wallet,,
コールドウォー,cold war,,
コールドウオー,cold war,,
コールドカラー,cold colour,,
コールドクリーム,cold cream,,
コールドゲーム,called game,,
コールドコーヒー,cold coffee,,
コールドスタート,cold start,,
コールドスリープ,cold sleep,suspended animation,
コールドタイプ,cold type,,
コールドタイプシステム,cold type system,,
コールドチェーン,cold chain,,
コールドチキン,cold chicken,,
コールドバレエ,corps de ballet,,
コールドパーマ,cold permanent wave,,
コールドビーフ,cold roast beef,,
コールドフォルト,cold fault,,
コールドブート,cold booting,,
コールドボルテックス,cold vortex,,
コールドミート,cold meat,cold cuts,
コールドリセット,cold reset,,
コールドロード,cold load,,
コールナンバー,call number,,
コールバック,callback,recall,
コールバックモデム,callback modem,,
コールピック,coal pick,,
コールブローカー,call broker,,
コールマネー,call money,,
コールミート,cold meat,cold cuts,
コールユーブンゲン,choir exercises,,
コールラビ,kohlrabi,,
コールレート,call rate,,
コールローン,call loan,,
コーレル,Corel,,
コーレーグス,capsicum,chili pepper,cayenne
コーレーグース,capsicum,chili pepper,cayenne
コーン,cone,corn,
コーンウイスキー,corn whiskey,,
コーンオイル,corn oil,,
コーンシロップ,corn syrup,,
コーンスターチ,corn starch,,
コーンスネーク,corn snake,red rat snake,
コーンスノー,corn snow,,
コーンスピーカー,cone speaker,,
コーンスープ,corn soup,,
コーンズ,cones,corns,
コーンチャウダー,corn chowder,,
コーンビーフ,corned beef,,
コーンフラワー,cornflour,,
コーンフレーク,corn flakes,cold cereal,breakfast cereal
コーンフレークス,corn flakes,cold cereal,breakfast cereal
コーンブレッド,corn bread,,
コーンベルト,corn belt,,
コーンポタージュ,cream of corn soup,,
コーンポタージュスープ,cream of corn soup,,
コーンミール,cornmeal,corn meal,
コーンロースタイル,cornrow style,,
ゴア,gore,triangular piece of fabric, used for making skirts, umbrellas, etc.,
ゴアスカート,gored skirt,,
ゴアードスカート,gored skirt,,
ゴイサギ,black-crowned night heron,night heron,
ゴキ,cockroach,,
ゴキカブリ,cockroach,,
ゴキヅル,Actinostemma lobatum,,
ゴキブリ,cockroach,,
ゴギョウ,Jersey cudweed,,
ゴクッ,gulp,gulping,
ゴクラクハゼ,barcheek goby,,
ゴクリ,gulpingly,in one gulp,
ゴクン,with a gulp,,
ゴシキセイガイインコ,rainbow lorikeet,rainbow lory,
ゴシキドリ,barbet,,
ゴシキノジコ,painted bunting,,
ゴシキヒワ,European goldfinch,,
ゴシゴシ,scrubbing hard,scrubbing clean,
ゴシック,gothic,,
ゴシックホラー,gothic horror,,
ゴシックロック,Gothic rock,,
ゴシックロリータ,Gothic Lolita,,
ゴシップ,gossip,government OSI procurement,GOSIP
ゴシップメーカー,gossip maker,,
ゴシュユ,Tetradium ruticarpum,,
ゴジック,gothic,,
ゴジュウカラ,Eurasian nuthatch,,
ゴスバンク,Gosbank,central bank of the Soviet Union,
ゴスプラン,Gosplan,State Planning Committee,
ゴスペル,gospel,,
ゴスペルソング,gospel song,,
ゴスロリ,Gothic Lolita,,
ゴゼンタチバナ,Canadian dwarf cornel,bunchberry dogwood,crackerberry
ゴソゴソ,with a rustling sound,,
ゴタゴタ,trouble,difficulties,dispute
ゴチ,treat,banquet,feast
ゴチック,gothic,,
ゴチャ,messy,confused,chaotic
ゴチャクチャ,messy,confused,chaotic
ゴチャゴチャ,messy,confused,chaotic
ゴックリ,gulpingly,in one gulp,
ゴッチャ,messy,confused,chaotic
ゴットハンド,,master,virtuoso
ゴッド,god,,
ゴッドハンド,,master,virtuoso
ゴッドファーザー,godfather,,
ゴツゴツ,rugged,scraggy,angular
ゴツン,thud,thump,bang
ゴツンゴツン,thumping,banging,
ゴテゴテ,over the top,thickly,heavily
ゴト,cheating at pachinko,scamming a pachinko parlor,
ゴトウクジラ,larger whales of family Delphinidae,,
ゴトゴト,clop clop,rumble rumble,sound of something being boiled
ゴナドトロピン,gonadotropin,,
ゴブラン,Gobelins,,
ゴブリン,goblin,,
ゴブレット,goblet,,
ゴホウラ,Sinustrombus latissimus,,
ゴホゴホ,coughing,hacking cough,
ゴホン,cough,ahem,
ゴボウ,great burdock,,
ゴボウアザミ,Cirsium dipsacolepis,,
ゴマ,sesame seeds,sesame,
ゴマアイゴ,goldlined spinefoot,orange-spotted spinefoot,
ゴマウツボ,yellow margin moray eel,,
ゴマキ,Siebold's arrowwood,,
ゴマギ,Siebold's arrowwood,,
ゴマサバ,blue mackerel,,
ゴマスリ,sycophant,apple-polisher,flatterer
ゴマタレ,sesame sauce,,
ゴマダレ,sesame sauce,,
ゴマチョウチョウウオ,speckled butterflyfish,citron butterflyfish,
ゴマテングハギモドキ,spotted unicornfish,,
ゴマニザ,whitespotted surgeonfish,,
ゴマハギ,twotone tang,,
ゴマフエダイ,mangrove jack,mangrove red snapper,
ゴマフキンチャクフグ,spider-eye puffer,ambon toby,
ゴマフタマガイ,tiger moon shell,,
ゴマフトラザメ,boa catshark,,
ゴマモンガラ,titan triggerfish,giant triggerfish,moustache triggerfish
ゴマリグナン,sesame lignan,,
ゴミ,rubbish,trash,garbage
ゴミクズ,trash,garbage,junk
ゴミステーション,garbage collection point,,
ゴミタメ,garbage dump,scrap heap,rubbish dump
ゴミムシ,ground beetle,carabid,Anisodactylus signatus
ゴム,gum,rubber,eraser
ゴムセン,rubber stopper,rubber plug,
ゴムテープ,elastic,elastic band,insulating tape
ゴムノキ,rubber tree,,
ゴムバンド,elastic band,rubber band,
ゴムパッキン,rubber seal,,
ゴムベラ,rubber spatula,,
ゴムホース,rubber hose,,
ゴムボート,rubber raft,inflatable boat,
ゴムボール,rubber ball,,
ゴムマスク,rubber mask,,
ゴムライニング,rubber lining,,
ゴモク,trash,rubbish,garbage
ゴライアスバードイーター,Goliath birdeater,,
ゴリ,fish of the genus Rhinogobius,dusky tripletooth goby,common freshwater goby
ゴリゴリ,with a scraping sound,with a grating sound,with a scratching sound
ゴリラ,gorilla,,
ゴルァ,hey!,,
ゴルゴン,Gorgon,,
ゴルゴンゾラ,Gorgonzola,,
ゴルゴンゾーラ,Gorgonzola,,
ゴルゴー,Gorgon,,
ゴルジュ,gorge,,
ゴルフ,golf,,
ゴルファー,golfer,,
ゴルフウイドー,golf widow,,
ゴルフウエア,golf wear,,
ゴルフカート,golf cart,,
ゴルフクラブ,golf club,,
ゴルフコース,golf course,,
ゴルフスウィング,golf swing,,
ゴルフバッグ,golf bag,,
ゴルフパンツ,golf pants,,
ゴルフボール,golf ball,,
ゴルフリンク,golf links,,
ゴロ,grounder,,
ゴロゴロ,thundering,purring,grumbling
ゴロツキ,rogue,thug,hoodlum
ゴロワーズ,Gauloise,,
ゴロンゴロン,thundering,purring,grumbling
ゴワゴワ,stiff,starchy,
ゴング,gong,,
ゴンズイ,Euscaphis japonica,,
ゴンズイ,striped eel catfish,,
ゴンドウクジラ,larger whales of family Delphinidae,,
ゴンドラ,gondola,basket,cabin
ゴンドワナ,Gondwana,,
ゴンパ,gompa,,
ゴンベ,hawkfish,,
ゴー,go,,
ゴーイングコンサーン,going concern,,
ゴーイングマイウェイ,going my way,,
ゴーイングマイウエー,going my way,,
ゴーカート,go-cart,,
ゴーグル,goggles,,
ゴーゴー,go-go,,
ゴーゴー,thunderous,rumbling,thunderously
ゴーゴーダンス,go-go dance,,
ゴーゴーバー,go-go bar,,
ゴーサイン,green light,,OK
ゴージ,gouge,gorge,
ゴージャス,gorgeous,sumptuous,extravagant
ゴース,gauze,,
ゴーステディー,go steady,,
ゴースト,ghost,,
ゴーストタウン,ghost town,,
ゴーストダンス,ghost dance,,
ゴーストップ,traffic light,,
ゴーストライター,ghost writer,,
ゴータビリティー,goatability,,
ゴーダ,Gouda,,
ゴーダチーズ,Gouda cheese,,
ゴート,goat,Goth,
ゴートスキン,goatskin,,
ゴートチーズ,goat cheese,,
ゴーファ,gopher,,
ゴーファー,Gopher,,
ゴーフル,confection comprising two thin waffle-like biscuits with cream between them,,
ゴーフレット,small confection comprising two thin waffle-like biscuits with cream between them,,
ゴーペケハチロク,5x86,,
ゴーヤ,bitter melon,bitter gourd,
ゴーヤチャンプルー,bitter melon stir-fried with pork, tofu and other vegetables,,
ゴーヤー,bitter melon,bitter gourd,
ゴーヤーチャンプルー,bitter melon stir-fried with pork, tofu and other vegetables,,
ゴーラル,goral,,
ゴーリー,goalie,goalkeeper,
ゴール,goal,basket,finishing line
ゴールイン,reaching the winning post,reaching the finish,making the goal
ゴールエリア,goal area,,
ゴールキック,goal kick,,
ゴールキーパー,goalkeeper,,
ゴールゲッター,goal getter,,
ゴールテンダー,goaltender,,
ゴールデン,golden,,
ゴールデンアワー,prime time television,,
ゴールデンウィーク,Golden Week,,
ゴールデンウイーク,Golden Week,,
ゴールデンエージ,golden age,,
ゴールデンクリーナーラス,Hawaiian cleaner wrasse,rainbow cleaner wrasse,golden cleaner wrasse
ゴールデングレゴリー,golden gregory,,
ゴールデンゴール,golden goal,sudden death playoff,
ゴールデンストライプトバタフライフィッシュ,golden butterflyfish,,
ゴールデンスポッティドエンジェルフィッシュ,goldspotted angelfish,,
ゴールデンタイム,prime-time television,,
ゴールデンディスク,golden disk,,
ゴールデントライアングル,Golden Triangle,,
ゴールデンハムスター,golden hamster,Syrian hamster,
ゴールデンバタフライフィッシュ,bluecheek butterflyfish,addis butterflyfish,golden butterflyfish
ゴールデンマンガベイ,golden-bellied mangabey,,
ゴールデンモンキー,golden monkey,,
ゴールデンライオンタマリン,golden lion tamarin,,
ゴールデンラインドスパインフット,golden-lined spinefoot,goldlined rabbitfish,
ゴールデンラインドラビットフィッシュ,golden-lined spinefoot,goldlined rabbitfish,
ゴールデンルート,golden route,,
ゴールデンルール,golden rule,,
ゴールデンレトリバー,golden retriever,,
ゴールデンレトリーバー,golden retriever,,
ゴールド,gold,,
ゴールドスポッティドスパインフット,goldspotted spinefoot,gold-spotted rabbitfish,
ゴールドテールエンジェルフィッシュ,goldtail angelfish,earspot angelfish,
ゴールドディスク,gold disc,gold record,
ゴールドファーミング,gold farming,,
ゴールドフレークエンジェルフィッシュ,goldspotted angelfish,,
ゴールドメダリスト,gold medalist,,
ゴールドラッシュ,gold rush,,
ゴールドリングサージョンフィッシュ,spotted surgeonfish,goldring surgeonfish,goldring bristletooth
ゴールドリングブリストルトゥース,spotted surgeonfish,goldring surgeonfish,goldring bristletooth
ゴールポスト,goal post,,
ゴールライン,goal line,,
ゴーレム,golem,,
ゴーン,dong,,
ゴーントレット,gauntlet,,
サイ,psi,,
サイ,rhinoceros,,
サイアザイド,thiazide,,
サイアベンダゾール,thiabendazole,,
サイアミン,thiamine,thiamin,
サイアロン,sialon,,
サイエンス,science,,
サイエンスカフェ,science café,,
サイエンスパーク,science park,,
サイエンスフィクション,science fiction,sci-fi,
サイエンティスト,scientist,,
サイエンティフィック,scientific,,
サイエントロジー,Scientology,,
サイオン,PSION,,
サイカシン,cycasin,,
サイカチ,honey locust,,
サイガ,saiga,saiga antelope,
サイキック,psychic,,
サイキックス,psychics,,
サイクリスト,cyclist,,
サイクリック,cyclic,,
サイクリックエーエムピー,cyclic AMP,,
サイクリング,cycling,,
サイクリングコース,cycling course,,
サイクリングシューズ,cycling shoes,,
サイクル,cycle,,
サイクルインスタンス,cycle instance,,
サイクルウェア,cyclewear,cycling apparel,
サイクルコンピューター,cyclocomputer,bicycle computer,cycle computer
サイクルサッカー,cycle ball,cycle soccer,
サイクルスチール,cycle stealing,,
サイクルストック,cycle stock,,
サイクルタイム,cycle time,,
サイクルヒット,cycle hit,,
サイクロイド,cycloid,,
サイクロシチジン,cyclocytidine,,
サイクロシー,cyclo-C,cyclocytidine,
サイクロスポリン,cyclosporine,,
サイクロセリン,cycloserine,,
サイクロトロン,cyclotron,,
サイクロプス,Cyclops,,
サイクロメーター,cyclometer,,
サイクロン,cyclone,,
サイケ,psychedelic,,
サイケデリック,psychedelic,,
サイケデリックサウンド,psychedelic sound,,
サイケデリックロック,psychedelic rock,,
サイコ,psycho,,
サイコアナリシス,psychoanalysis,,
サイコオンコロジー,psycho-oncology,,
サイコガルバノメーター,psychogalvanometer,,
サイコキネシス,psychokinesis,,
サイコグラフ,psychograph,,
サイコセラピスト,psychotherapist,,
サイコセラピー,psychotherapy,,
サイコソマチックス,psychosomatics,,
サイコドラマ,psychodrama,,
サイコパス,psychopath,,
サイコロ,dice,die,
サイコロジカル,psychological,,
サイコロジスト,psychologist,,
サイコロジー,psychology,,
サイゴン,Saigon,,
サイザル,sisal,,
サイシン,choy sum,choi sum,Chinese flowering cabbage
サイジング,sizing,,
サイジングプレス,sizing press,,
サイズ,size,,
サイズバタフライフィッシュ,scythemarked butterflyfish,scythe butterflyfish,
サイダー,carbonated beverage, esp. fruit flavored,cider,
サイチョウ,hornbill,,
サイテス,Convention on International Trade in Endangered Species of Wild Fauna and Flora,CITES,
サイテーション,citation,,
サイディング,siding,,
サイト,site,sight,payable on sight
サイトウ,haricot,kidney bean,
サイトカイニン,cytokinin,,
サイトカイン,cytokine,,
サイトシステム,site system,,
サイトシーイング,sightseeing,,
サイトデザイナ,site designer,,
サイトマップ,site map,,
サイトメガロウイルス,cytomegalovirus,,
サイトライセンス,site license,,
サイド,side,,
サイドアウト,side out,side-out,gaining the right to serve
サイドアーム,sidearm,side arm,
サイドウォーク,side walk,sidewalk,footpath
サイドウォール,sidewall,,
サイドカー,sidecar,,
サイドキック,side-foot,kick with the side of the foot,side kick
サイドジョブ,side job,,
サイドステップ,side step,,
サイドストローク,sidestroke,,
サイドストーリー,side story,,
サイドスラスター,side-thruster,,
サイドスリップ,sideslip,,
サイドスロー,sidearm throw,sidearm delivery,sidearm pitch
サイドスープレックス,side suplex,back-drop,
サイドチェンジ,change of sides,,
サイドテーブル,side table,bedside table,
サイドディッシュ,side dish,,
サイドドラム,side drum,,
サイドバ,sidebar,,
サイドバック,sideback,defender,
サイドバー,sidebar,,
サイドビジネス,side business,side job,
サイドフォース,sideforce,,
サイドブレーキ,handbrake,parking brake,emergency brake
サイドベンツ,side vents,,
サイドボード,sideboard,,
サイドポケット,side pocket,,
サイドポール,side pole,,
サイドミラー,sideview mirror,,
サイドメン,sidemen,supporting musicians,
サイドライト,side light,,
サイドライン,sideline,,
サイドリーダー,supplementary reader in a foreign language classroom,,
サイドローブ,side lobe,,
サイドワインダー,sidewinder,,
サイドワーク,side work,side job,
サイネリア,cineraria,,
サイネリヤ,cineraria,,
サイネージ,digital signage display,electronic billboard,digital signage system
サイノロジー,uxoriousness,being easy on one's wife,man who is easy on his wife
サイハイラン,Cremastra appendiculata,,
サイバネ,cybernation,,
サイバネティクス,cybernetics,,
サイバネティックス,cybernetics,,
サイバネーション,cybernation,,
サイバー,cyber,,
サイバーカフェ,cybercafé,Internet café,net café
サイバーキャッシュ,cybercash,,
サイバーショップ,cyber shop,cybershop,e-store
サイバースクワッター,cybersquatter,,
サイバースクワット,cyber squat,,
サイバースペース,cyberspace,,
サイバーセキュリティ,cyber security,cybersecurity,
サイバーセキュリティー,cyber security,cybersecurity,
サイバーセックス,cybersex,Internet sex,
サイバーテロ,cyberterrorism,,
サイバーパンク,cyberpunk,,
サイバーモール,cybermall,,
サイファイ,science fiction,sci-fi,
サイフィクト,science fiction,sci-fi,
サイフィック,science fiction,sci-fi,
サイフォン,siphon,,
サイプレス,cypress,,
サイベネティックス,cybernetics,,
サイベース,SYBASE,,
サイホウチョウ,tailorbird,,
サイホン,siphon,,
サイボーグ,cyborg,cybernetic organism,
サイマルキャスト,simulcast,,
サイミン,saimin,,
サイムルキャスト,simulcast,,
サイモンセッズ,Simon Says,,
サイリウム,chemical light,glow stick,light stick
サイリスター,thyristor,,
サイリックス,Cyrix,,
サイリュウム,chemical light,glow stick,light stick
サイリューム,chemical light,glow stick,light stick
サイレン,siren,,
サイレンサー,silencer,,
サイレンス,silence,,
サイレント,silent,silent movie,silent film
サイレントインフェクション,silent infection,,
サイレントストーン,silent stone,,
サイレントセットアップ,silent setup,,
サイレントチェーン,silent chain,,
サイレントプアー,poor who do not,,
サイレントマジョリティー,silent majority,,
サイレントリップ,silent RIP,,
サイレージ,silage,,
サイロ,silo,,
サイロキシン,thyroxine,thyroxin,
サイロシビン,psilocybin,,
サイロニン,thyronine,,
サイン,autograph,signature,sign
サインアウト,sign out,,
サインアップ,sign up,,
サインイン,sign-in,,
サインオフ,sign off,,
サインオン,sign on,,
サインブック,autograph album,,
サインプレー,sign play,,
サインペン,felt-tip pen,,
サインボード,signboard,,
サインボール,signed ball,,
